doc_id,category,filename,title,title_removal_mode,removed_title_text,retained_first_line_body,sentence_count,avg_sentence_len,median_sentence_len
183,01_1情感生活,2017_11_17 我不是双性恋，我只是喜欢你 conv.txt,2017_11_17 我不是双性恋，我只是喜欢你,date_header_with_inline_body,我不是双性恋，我只是喜欢你 原创：火锅小姐 咪蒙 2017-11-17,不知道你们，最讨厌听到什么样的话？ 我最讨厌听到的，是别人突然抱住自己的身体，对我说，你不会喜欢上我，然后对我做什么吧？ 男生会对我这么说。,157,25.69,23.0
184,01_1情感生活,2017_11_21 老娘美若天仙，男友丑到上天 conv.txt,2017_11_21 老娘美若天仙，男友丑到上天,date_header_with_inline_body,老娘美若天仙，男友丑到上天 原创：咪蒙 咪蒙 2017-11-21,知乎上有一个提问“男朋友长得丑是种怎样的体验？” 我抱着吃瓜群众的心态，端着五斤瓜子点开了答案。 结果没笑，哭了。,84,31.42,26.0
185,01_1情感生活,2017_11_23 婚后第9年，我们如何假装相爱？ conv.txt,2017_11_23 婚后第9年，我们如何假装相爱？,date_header_with_inline_body,婚后第9年，我们如何假装相爱？ 原创：咪蒙 咪蒙 2017-11-23,我中年了。 我中产了。,124,25.23,22.0
186,01_1情感生活,2017_11_28 我妈去世后，我爸开始和鬼争风吃醋 conv.txt,2017_11_28 我妈去世后，我爸开始和鬼争风吃醋,date_header_with_inline_body,我妈去世后，我爸开始和鬼争风吃醋 原创：咪蒙 咪蒙 2017-11-28,之前我发了一篇爱情故事，然后我在朋友圈，看到了一个粉丝的转发语。,88,30.47,25.5
187,01_1情感生活,2017_12_06 余文乐结婚后，我和男神在一起了 conv.txt,2017_12_06 余文乐结婚后，我和男神在一起了,date_header_with_inline_body,余文乐结婚后，我和男神在一起了 原创：麦一十+咪蒙 咪蒙 2017-12-06,听说，昨天有很多女生失恋了。 原因是她们的男神——余文乐成为了别人的老公。 对于治疗失恋，我有个小妙招：,55,24.75,21.0
188,01_1情感生活,2017_12_07 我受过最痛的凌迟大刑，是你的冷暴力 conv.txt,2017_12_07 我受过最痛的凌迟大刑，是你的冷暴力,date_header_with_inline_body,我受过最痛的凌迟大刑，是你的冷暴力 原创：咪蒙 咪蒙 2017-12-07,一段感情中，男生做什么，是最让你难以忍受的？ 之前我做了一个粉丝调查，有2000多个人参与投票，结果是出轨第一，冷暴力第二。 很多人说，冷暴力比语言暴力更伤人。,100,25.05,23.0
189,01_1情感生活,2017_12_13 老公买了很多高跟鞋，但不是给我的 conv.txt,2017_12_13 老公买了很多高跟鞋，但不是给我的,date_header_with_inline_body,老公买了很多高跟鞋，但不是给我的 原创：咪蒙 咪蒙 2017-12-13,前两天，我买了一双鞋。 没想到，除了鞋，我还买到了一个故事。 鞋盒里有一张小卡片，讲述了这双鞋的诞生故事。,100,25.15,23.0
190,01_1情感生活,2017_12_15 婚姻不是爱情的坟墓，不爱才是 conv.txt,2017_12_15 婚姻不是爱情的坟墓，不爱才是,date_header_with_inline_body,婚姻不是爱情的坟墓，不爱才是 原创：张花花 咪蒙 2017-12-15,你害怕结婚吗？ 我怕。,120,23.63,21.5
191,01_1情感生活,2017_12_21 因为她上了一辆豪车，我们分手了 conv.txt,2017_12_21 因为她上了一辆豪车，我们分手了,date_header_with_inline_body,因为她上了一辆豪车，我们分手了 原创：咪蒙 咪蒙 2017-12-21,知乎上有个热度挺高的帖子：偏见可以有多可怕？ 点赞最高的答案，列举了很多对话：,93,24.98,21.0
192,01_1情感生活,2017_12_26 2017年度老公盘点 conv.txt,2017_12_26 2017年度老公盘点,date_header_with_inline_body,2017年度老公盘点 原创：咪蒙 咪蒙 2017-12-26,有人问，咪蒙，你喜欢现在的自己吗？ 坦白说，有点不喜欢了。 因为我变成了自己曾经讨厌的那种人——一个不再花痴的人。 做人，最重要的是勿忘初心，我特么都不怎么花痴小鲜肉了。,82,30.4,28.0
193,01_1情感生活,2017_12_27 _有钱人很任性？__屁，穷人才任性_ conv.txt,2017_12_27 _有钱人很任性？__屁，穷人才任性_,date_header_with_inline_body,“有钱人很任性？”“屁，穷人才任性” 原创：咪蒙 咪蒙 2017-12-27,有个东西，我打赌你绝对没有。 我说的是自制力。 不信你来做个测试。 看看下面这些选项你中了几条。,88,28.8,25.0
194,01_1情感生活,2018_01_08 你有种跟我好好开始，没种跟我好好分手 conv.txt,2018_01_08 你有种跟我好好开始，没种跟我好好分手,date_header_standalone_line,你有种跟我好好开始，没种跟我好好分手 原创：咪蒙 咪蒙 2018-01-08,,151,18.25,17.0
196,01_1情感生活,2018_01_20 前夫结婚了，婚礼是我办的 conv.txt,2018_01_20 前夫结婚了，婚礼是我办的,date_header_with_inline_body,前夫结婚了，婚礼是我办的 原创：黄经天 咪蒙 2018-01-20,分手的人，最好别见面，见面容易复合。 离婚的人，最好别见面，见面容易见血。,138,22.55,21.0
197,01_1情感生活,2018_01_25 你做饭这么难吃，老公一定很宠你吧 conv.txt,2018_01_25 你做饭这么难吃，老公一定很宠你吧,date_header_standalone_line,你做饭这么难吃，老公一定很宠你吧 原创：咪蒙 咪蒙 2018-01-25,,104,26.19,22.5
198,01_1情感生活,2018_01_26 我参加了前男友的婚礼，新娘长得像我 conv.txt,2018_01_26 我参加了前男友的婚礼，新娘长得像我,date_header_with_inline_body,我参加了前男友的婚礼，新娘长得像我 沈疏词 咪蒙 2018-01-26,现在的喜帖都很高级，在微信上可以直接发。 今天我就收到一张，是我前男友的。 “你来吗？”他发来简单的三个字。,147,22.53,20.0
199,01_1情感生活,2018_02_01 过年回家手撕前男友，该涂什么口红？ conv.txt,2018_02_01 过年回家手撕前男友，该涂什么口红？,date_header_with_inline_body,过年回家手撕前男友，该涂什么口红？ 原创：咪蒙 咪蒙 2018-02-01,距离过年只有15天了。 你们准备好新包包、新大衣、新口红了吗？,57,31.07,28.0
200,01_1情感生活,2018_02_02 _谁说男女之间没有纯友谊？我和我老公就是！_ conv.txt,2018_02_02 _谁说男女之间没有纯友谊？我和我老公就是！_,date_header_with_inline_body,“谁说男女之间没有纯友谊？我和我老公就是！” 原创：咪蒙 咪蒙 2018-02-02,前天晚上11点半，在三里屯的一家火锅店，我和从深圳来的朋友，聊起了她和老公6年都没搞过的事。 我一边烫着毛肚，一边问她，为什么不搞啊？把一个活体男人闲置在那儿，多浪费啊。 她说，没办法，我搞不下去。我和他现在已经发展成纯友谊了。真的，纯—友—谊。 我特么一坨毛肚差点呛在气管里……,119,19.72,16.0
201,01_1情感生活,2018_02_05 远嫁：融不进的婆家，回不去的娘家 conv.txt,2018_02_05 远嫁：融不进的婆家，回不去的娘家,date_header_with_inline_body,远嫁：融不进的婆家，回不去的娘家 原创：咪蒙 咪蒙 2018-02-05,第一次见面就想怼别人是不对的。我知道。 但真特么忍不住啊。,95,25.83,22.0
202,01_1情感生活,2018_02_07 只有用不好的套路，没有撩不到的男神 conv.txt,2018_02_07 只有用不好的套路，没有撩不到的男神,date_header_with_inline_body,只有用不好的套路，没有撩不到的男神 原创：咪蒙 咪蒙 2018-02-07,有一个问题，从石器时代到现在，女生一直在困惑困惑困惑。 那就是：女生在爱情里该不该主动？ 我的答案是：该！但是，你的主动，是给对方一个主动追你的机会。 明明是主动，又要让对方看不出来你主动了！ 因为男生不喜欢被征服，喜欢去狩猎。 表面上，节奏都是他在掌控； 实际上，他的每一步都在你的掌握之中。 这就需要技术了啊同学们。,84,26.1,24.0
203,01_1情感生活,2018_02_08 _要是我按下home键，就可以回到家该多好_ conv.txt,2018_02_08 _要是我按下home键，就可以回到家该多好_,date_header_with_inline_body,“要是我按下home键，就可以回到家该多好” 原创：咪蒙 咪蒙 2018-02-08,不想上班。 超级不想上班。,94,27.87,22.5
204,01_1情感生活,2018_02_13 过你们的情人节吧，我们公司单身补贴10000块！ conv.txt,2018_02_13 过你们的情人节吧，我们公司单身补贴10000块！,date_header_with_inline_body,过你们的情人节吧，我们公司单身补贴10000块！ 原创：咪蒙 咪蒙 2018-02-13,情人节，我干了单大的（不要问我“单大的”是谁）。 我们公司给每位员工的另一半，准备了1万块红包，以及一封感谢信。,57,31.3,25.0
205,01_1情感生活,2018_03_02 我爱那个18线导演，但他爱我的钱 conv.txt,2018_03_02 我爱那个18线导演，但他爱我的钱,date_header_with_inline_body,我爱那个18线导演，但他爱我的钱 原创：陈晓雯 咪蒙 2018-03-02,那些谈恋爱被骗钱的女孩，活该吗？ 活该。,166,23.92,21.0
206,01_1情感生活,2018_03_06 致前任：曾经爱过你，想想就恶心 conv.txt,2018_03_06 致前任：曾经爱过你，想想就恶心,date_header_with_inline_body,致前任：曾经爱过你，想想就恶心 原创：咪蒙 咪蒙 2018-03-06,曾经爱过你，想想就心酸。 很多人提到前任，都还带着感情的余温，遗憾and唏嘘。 而我不一样。,143,23.33,19.0
207,01_1情感生活,2018_03_07 宇宙第一难题：如何爱上自己的老公？ conv.txt,2018_03_07 宇宙第一难题：如何爱上自己的老公？,date_header_with_inline_body,宇宙第一难题：如何爱上自己的老公？ 原创：咪蒙 咪蒙 2018-03-07,今天女生节，同事今天早上就收到她爸送的礼物，她拆开一看，是一套贵妇化妆品……的小样…… 她虽然有点错愕，但还是很开心，这毕竟20多年来，她爸第一次给她送礼物。 但很快她就想跟她爸翻脸了。,78,30.4,27.0
208,01_1情感生活,2018_03_14 比起霍金的智商，我更爱他的有趣 conv.txt,2018_03_14 比起霍金的智商，我更爱他的有趣,date_header_with_inline_body,比起霍金的智商，我更爱他的有趣 原创：咪蒙 咪蒙 2018-03-14,今天完完全全被霍金刷屏了。 可能很多人喜欢的是天才的霍金。 而我喜欢的是天才而有趣的霍金。,88,29.95,26.0
209,01_1情感生活,2018_03_18 那个嫁给了富二代的校花，说很羡慕我 conv.txt,2018_03_18 那个嫁给了富二代的校花，说很羡慕我,date_header_with_inline_body,那个嫁给了富二代的校花，说很羡慕我 原创：咪蒙 咪蒙 2018-03-18,今天有人加我微信，看名字，我愣了一下。 我从来没想到过这个人会加我。,136,22.76,20.0
210,01_1情感生活,2018_03_22 前男友给我发了52000红包，我要不要跟他复合？ conv.txt,2018_03_22 前男友给我发了52000红包，我要不要跟他复合？,date_header_with_inline_body,前男友给我发了52000红包，我要不要跟他复合？ 原创：咪蒙 咪蒙 2018-03-22,春天来了，万物复苏，又到了一年一度偷懒的季节了。 所以，今天我就不写长篇大论了，讲点自己的糗事给你们听，你们大人不记小人过，笑一笑，原谅我的偷懒好不？ 哼，我就是那种，数十年如一日，都能把自己的人生过成段子的人。,71,21.2,17.0
211,01_1情感生活,2018_03_23 帅，才是男人最好的嫁妆！ conv.txt,2018_03_23 帅，才是男人最好的嫁妆！,date_header_with_inline_body,帅，才是男人最好的嫁妆！ 原创：咪蒙 咪蒙 2018-03-23,嫉妒。 嫉妒使我面目丑陋（黄小污说，老板，你丑陋好像跟嫉妒没什么关系）。 我多年的好朋友，一个36岁的女生，居然找了一个23岁的大帅比。 别人问她为什么。,105,21.83,20.0
212,01_1情感生活,2018_03_28 _张继科，你要几分甜？__我要景甜_ conv.txt,2018_03_28 _张继科，你要几分甜？__我要景甜_,date_header_with_inline_body,“张继科，你要几分甜？”“我要景甜” 原创：咪蒙 咪蒙 2018-03-28,张继科今天公开了一个我们都知道的秘密。 他和景甜在一起了。,20,25.55,19.0
213,01_1情感生活,2018_03_28 请管好你的嘴，我怕我会随时亲上去！！ conv.txt,2018_03_28 请管好你的嘴，我怕我会随时亲上去！！,date_header_with_inline_body,请管好你的嘴，我怕我会随时亲上去！！ 原创：用搜狗输入法撩 咪蒙 2018-03-28,警报，警报，单身人员请立即撤离。,24,25.71,21.5
214,01_1情感生活,2018_04_18 大半夜，男友拿着菜刀，躲在我床下 conv.txt,2018_04_18 大半夜，男友拿着菜刀，躲在我床下,date_header_with_inline_body,大半夜，男友拿着菜刀，躲在我床下 原创：咪蒙 咪蒙 2018-04-18,今天我要讲一件比被强奸更可怕的事。 湖南长沙，来打工的女生黄娇娇（化名）相亲认识了一个男生，戴某。 他俩交往到今年4月初，有一天，戴某非要跟黄娇娇亲热，黄娇娇很累，不愿意。,128,20.67,18.0
215,01_1情感生活,2018_04_24 偶遇前男友的现女友，我该何去何从？ conv.txt,2018_04_24 偶遇前男友的现女友，我该何去何从？,date_header_with_inline_body,偶遇前男友的现女友，我该何去何从？ 原创：咪蒙 咪蒙 2018-04-24,●一款让你想跟自己谈恋爱的身体乳● 这是一款日本的身体乳， 据说一推出 48小时内就被抢光了。 我向来是有理智的人。 所以，我只买了区区十七瓶—— 因为它实在是太好看了。 里面的樱花花瓣是可以挤出来的， 还可以揉开，融化到皮肤里…… 它的味道是，超级好闻……,44,30.75,31.5
216,01_1情感生活,2018_04_26 可怕！我亲眼目睹了男友自拍！！ conv.txt,2018_04_26 可怕！我亲眼目睹了男友自拍！！,date_header_with_inline_body,可怕！我亲眼目睹了男友自拍！！ 原创：咪蒙 咪蒙 2018-04-26,男生怎么在路人和男神之间快速切换？ 交一个女朋友。 因为，男生给自己拍的照片是这样：,67,20.94,19.0
217,01_1情感生活,2018_04_27 2018年，直男求生欲测试题（全国卷） conv.txt,2018_04_27 2018年，直男求生欲测试题（全国卷）,date_header_with_inline_body,2018年，直男求生欲测试题（全国卷） 原创：咪蒙 咪蒙 2018-04-27,之前看过一个节目，应采儿问陈小春，你觉得秦岚这么好看，为什么单身。 陈小春马上回答：我不熟，我不懂求生欲可以说是很强了！ 但有的男生还太年轻，不知道女朋友问的问题，早已在暗中设好了陷阱。 回答的都是分手答案。,99,21.68,19.0
218,01_1情感生活,2018_04_27 没有男朋友，怎么才能尝到恋爱的味道？ conv.txt,2018_04_27 没有男朋友，怎么才能尝到恋爱的味道？,date_header_with_inline_body,没有男朋友，怎么才能尝到恋爱的味道？ 原创：咪蒙 咪蒙 2018-04-27,五！一！ 终于要到了！！！,80,22.44,19.0
219,01_1情感生活,2018_04_29 多希望当初的你，能遇到现在的我 conv.txt,2018_04_29 多希望当初的你，能遇到现在的我,date_header_with_inline_body,多希望当初的你，能遇到现在的我 原创：咪蒙 咪蒙 2018-04-29,昨天，我们公司趁我不在（我还在敦煌出差），组团去看了《后来的我们》。 这帮禽兽。,23,19.96,17.0
220,01_1情感生活,2018_04_29 所有分手都是蓄谋已久 conv.txt,2018_04_29 所有分手都是蓄谋已久,date_header_standalone_line,所有分手都是蓄谋已久 原创：咪蒙 咪蒙 2018-04-29,,92,16.64,15.0
221,01_1情感生活,2018_05_07 长得好看，在爱情里就可以为所欲为吗？ conv.txt,2018_05_07 长得好看，在爱情里就可以为所欲为吗？,date_header_with_inline_body,长得好看，在爱情里就可以为所欲为吗？ 原创：咪蒙 咪蒙 2018-05-07,长得好看的人，在爱情里就可以为所欲为吗。 是的。,143,19.94,17.0
222,01_1情感生活,2018_05_13 因为我，我妈嫁了一个帅老公！ conv.txt,2018_05_13 因为我，我妈嫁了一个帅老公！,date_header_with_inline_body,因为我，我妈嫁了一个帅老公！ 原创：咪蒙 咪蒙 2018-05-13,母亲节前，我采访了几位妈妈：生了孩子，你后悔吗？ 得到的答案，大致分为三种：,36,18.72,16.5
223,01_1情感生活,2018_05_17 人生只有1次，我要多做几件错事！！！ conv.txt,2018_05_17 人生只有1次，我要多做几件错事！！！,date_header_with_inline_body,人生只有1次，我要多做几件错事！！！ 原创：咪蒙 咪蒙 2018-05-17,最近有记者采访我，问我这段时间有什么人生感悟？,88,20.45,17.5
224,01_1情感生活,2018_05_18 老公出轨后，我成了霸道女总裁 conv.txt,2018_05_18 老公出轨后，我成了霸道女总裁,date_header_with_inline_body,老公出轨后，我成了霸道女总裁 原创：咪蒙 咪蒙 2018-05-18,如果老公又出轨了，该怎么复仇？ 是骂他，还是打他？ 有人选择杀了他。 是不是很刺激？,109,18.56,17.0
225,01_1情感生活,2018_05_24 那个嫁得不好的姑娘，去年赚了900万！ conv.txt,2018_05_24 那个嫁得不好的姑娘，去年赚了900万！,date_header_with_inline_body,那个嫁得不好的姑娘，去年赚了900万！ 原创：咪蒙 咪蒙 2018-05-24,呵，现在的女人，越来越可怕了。 我同事静思，以前的职业规划，就是当一个贤妻良母（哦漏，贤妻良母，好久没打过这么真善美的词了）。 每天下午六点下班回家，做好饭，等老公回家，让他感受家庭的温暖。,92,24.46,21.0
226,01_1情感生活,2018_05_25 有多少欲言又止，只留在了输入框里 conv.txt,2018_05_25 有多少欲言又止，只留在了输入框里,date_header_with_inline_body,有多少欲言又止，只留在了输入框里 原创：咪蒙 咪蒙 2018-05-25,凌晨4点半，公司里还在吧嗒吧唧吧嗒。 吧唧是我在吃小龙虾，吧嗒是同事在敲键盘。 我说，别这么累，过来吃点然后回去休息吧……,40,25.15,23.5
227,01_1情感生活,2018_05_28 _我们直男从不道歉，都直接下跪！！_ conv.txt,2018_05_28 _我们直男从不道歉，都直接下跪！！_,date_header_with_inline_body,“我们直男从不道歉，都直接下跪！！” 原创：咪蒙 咪蒙 2018-05-28,痛心！ 疾首！,68,24.72,22.5
228,01_1情感生活,2018_05_31 90后：谁不是一边秃头一边恋爱 conv.txt,2018_05_31 90后：谁不是一边秃头一边恋爱,date_header_standalone_line,90后：谁不是一边秃头一边恋爱 段振宇 咪蒙 2018-05-31,,12,23.83,23.0
229,01_1情感生活,2018_05_31 对不起，我要教你把人生过得爽爽爽爽爽！ conv.txt,2018_05_31 对不起，我要教你把人生过得爽爽爽爽爽！,date_header_with_inline_body,对不起，我要教你把人生过得爽爽爽爽爽！ 原创：咪蒙 咪蒙 2018-05-31,你们害我！ 你们害我一整天都开心得在办公室旋转跳跃托马斯全旋空中转体两周半！ 看了昨天的后台留言，大家都开始学习夸自己、爱自己了。 我觉得，写文章再累，都值了。 今天我想继续跟你们说，如果你不自信，不要担心…… 自信是一种技能。,87,22.74,21.0
230,01_1情感生活,2018_06_01 我用20年变成大人，你却把我宠成孩子 conv.txt,2018_06_01 我用20年变成大人，你却把我宠成孩子,date_header_with_inline_body,我用20年变成大人，你却把我宠成孩子 原创：咪蒙 咪蒙 2018-06-01,今天是六一。 好怀念童年啊，没有什么烦恼。 不像现在，烦到爆炸。,91,21.42,18.0
231,01_1情感生活,2018_06_05 成人的世界里，做自己是一种奢侈品 conv.txt,2018_06_05 成人的世界里，做自己是一种奢侈品,date_header_with_inline_body,成人的世界里，做自己是一种奢侈品 原创：咪蒙 咪蒙 2018-06-05,说出来你们可能不信，我真的是个很欠揍的人。 有记者问我，咪蒙，脱下公号的外衣，作为一个平凡女性，你平常是怎么样的？ 我说，对不起，我从来都没有平凡过。 老子每时每刻都超凡脱俗魅力四射好吗。,82,23.2,18.5
232,01_1情感生活,2018_06_06 有一种好看，叫前任看了想复合 conv.txt,2018_06_06 有一种好看，叫前任看了想复合,date_header_with_inline_body,有一种好看，叫前任看了想复合 原创：咪蒙 咪蒙 2018-06-06,女生最怕三种恐怖桥段： 1.晚上一个人回家，一回头，身后站个人。 2.在窄巷子逃亡，不知道下个拐弯处有什么。 3.没做好心理准备，就碰到了前任。,46,30.39,27.5
233,01_1情感生活,2018_06_12 那两个爱争风吃醋的男人 conv.txt,2018_06_12 那两个爱争风吃醋的男人,date_header_with_inline_body,那两个爱争风吃醋的男人 原创：咪蒙 咪蒙 2018-06-12,我们有竞争对手。 其实父母也有。,76,21.58,21.0
234,01_1情感生活,2018_06_13 你总是间歇性努力，持续性一事无成！ conv.txt,2018_06_13 你总是间歇性努力，持续性一事无成！,date_header_with_inline_body,你总是间歇性努力，持续性一事无成！ 原创：咪蒙 咪蒙 2018-06-13,我有一个坏消息，和另一个坏消息。 坏消息是，你可能没意识到，2018年，已经过去了一半。,109,21.71,18.0
235,01_1情感生活,2018_06_14 _我老公配不上我了_ conv.txt,2018_06_14 _我老公配不上我了_,date_header_standalone_line,“我老公配不上我了” 原创：咪蒙 咪蒙 2018-06-14,,92,21.43,18.0
236,01_1情感生活,2018_06_17 怎样才能成为最难忘的前任？ conv.txt,2018_06_17 怎样才能成为最难忘的前任？,date_header_with_inline_body,怎样才能成为最难忘的前任？ 原创：咪蒙 咪蒙 2018-06-17,同事有点奇葩。,102,21.85,20.0
237,01_1情感生活,2018_06_24 对于杨超越，骂她，才是尊重她 conv.txt,2018_06_24 对于杨超越，骂她，才是尊重她,date_header_with_inline_body,对于杨超越，骂她，才是尊重她 原创：咪蒙 咪蒙 2018-06-24,今天，GQ的报道《杨超越变形记：这不是我的世界》刷屏了。 很多人转发这篇文章，纷纷表示： “虽然不喜欢杨超越，但是觉得她很可怜。” “以前觉得她爱哭很没用，现在能理解她了。” “为之前讨厌她而感到羞愧。”,84,24.83,21.0
238,01_1情感生活,2018_06_27 以结婚为目的谈恋爱，就是耍！流！氓！ conv.txt,2018_06_27 以结婚为目的谈恋爱，就是耍！流！氓！,date_header_with_inline_body,以结婚为目的谈恋爱，就是耍！流！氓！ 原创：咪蒙 咪蒙 2018-06-27,今天天气真好，特别适合绝交。 一朋友，去年底的时候，发现男朋友劈腿，还劈了3个。 其中一个还是有夫之妇。 她男友和这女人的聊天记录，全是不可描述的情节，18禁小说都不敢这么写。,102,19.01,15.0
239,01_1情感生活,2018_07_03 对不起，结婚6年后才爱上你 conv.txt,2018_07_03 对不起，结婚6年后才爱上你,date_header_standalone_line,对不起，结婚6年后才爱上你 原创：咪蒙 咪蒙 2018-07-03,,99,25.51,24.0
240,01_1情感生活,2018_07_17 那天晚上， 我和司机在车上谈了个恋爱 conv.txt,2018_07_17 那天晚上， 我和司机在车上谈了个恋爱,date_header_with_inline_body,那天晚上，我和司机在车上谈了个恋爱 原创：咪蒙 咪蒙 2018-07-17,开车了！ 车上一男一女，发出一阵阵的拟声词，回荡在道路中央。 不要想！歪！了！,15,24.93,19.0
241,01_1情感生活,2018_07_19 太奇葩了！相亲圈子大了，什么人都有！ conv.txt,2018_07_19 太奇葩了！相亲圈子大了，什么人都有！,date_header_with_inline_body,太奇葩了！相亲圈子大了，什么人都有！ 咪蒙 咪蒙 2018-07-19,同事想把自己戳瞎。 她喜欢了男神两年，终于鼓起勇气去表白。 失败了，因为她的纹身。 男神说：我不喜欢纹身的女生，不是处女，还爱乱搞。 我们让她不要自虐，出门左拐挂眼科就行。 这特么都8012年了，居然还有这样的男生！,14,24.43,20.0
242,01_1情感生活,2018_07_24 7岁的我不能恋爱，27岁的我不会恋爱 conv.txt,2018_07_24 7岁的我不能恋爱，27岁的我不会恋爱,date_header_with_inline_body,7岁的我不能恋爱，27岁的我不会恋爱 杜子 咪蒙 2018-07-24,有一天，我老公一脸猥琐地问我： “你知道Jay有女朋友了吗？“Jay是我大儿子，9岁，小学三年级。,107,26.82,21.0
243,01_1情感生活,2018_08_01 _我有病，总觉得你喜欢我。_ conv.txt,2018_08_01 _我有病，总觉得你喜欢我。_,date_header_with_inline_body,“我有病，总觉得你喜欢我。” 原创：杨小旦 咪蒙 2018-08-01,我有病，读书的时候。,19,17.53,17.0
244,01_1情感生活,2018_08_08 我最好的哥们，竟然爱上我！？ conv.txt,2018_08_08 我最好的哥们，竟然爱上我！？,date_header_with_inline_body,我最好的哥们，竟然爱上我！？ 原创：咪蒙 咪蒙 2018-08-08,男女之间有纯友谊吗？ 最近看到一句话，它说：,109,21.55,20.0
245,01_1情感生活,2018_08_16 大S剥虾上热搜？这17条建议明明更好！ conv.txt,2018_08_16 大S剥虾上热搜？这17条建议明明更好！,date_header_with_inline_body,大S剥虾上热搜？这17条建议明明更好！ 原创：咪蒙 咪蒙 2018-08-16,大S太萌了！ 昨天在综艺节目上，大S夫妇还有几对明星夫妻一起吃饭，桌上有盘虾。 她现场放话：“吃虾就是一定要男人帮你剥，不剥就不吃！” 饭桌上的陈建斌、江宏杰还有汪小菲愣了一秒，而后齐刷刷开始埋头剥虾。 哈哈哈哈哈，真是又甜又萌！ 女生们看完都嗨了！纷纷说，口红可以自己买，但是虾我不能自己剥！！ 为什么呢？,116,20.01,19.0
246,01_1情感生活,2018_08_18 大S，凭什么让汪小菲给你剥虾？！ conv.txt,2018_08_18 大S，凭什么让汪小菲给你剥虾？！,date_header_with_inline_body,大S，凭什么让汪小菲给你剥虾？！ 原创：咪蒙 咪蒙 2018-08-18,大S说，女人不能自己剥虾，要让男人剥。,146,17.85,15.5
247,01_1情感生活,2018_08_21 这个刺激的问题，你敢问男友吗？ conv.txt,2018_08_21 这个刺激的问题，你敢问男友吗？,date_header_with_inline_body,这个刺激的问题，你敢问男友吗？ 原创：咪蒙 咪蒙 2018-08-21,前段时间，同事pp写了一篇“如何被富婆包养”的攻略。 遭到了全公司的攻击。 男生很气愤，这么实用的干货，为什么不早点写？ 女生更气愤，教了男生，为什么不教教女生？,30,18.17,19.0
248,01_1情感生活,2018_08_25 其实你今天，特别适合被爱！ conv.txt,2018_08_25 其实你今天，特别适合被爱！,date_header_with_inline_body,其实你今天，特别适合被爱！ 原创：咪蒙 咪蒙 2018-08-25,朋友和老公战争三年了。 三年时间，来月经的次数，都比好好说过的话要多。 上个月终于还是离婚了。 从民政局出来，看着老公开车离开，她心里忽然有点堵。,18,25.11,22.5
249,01_1情感生活,2018_08_28 喜欢是势均力敌，爱是我TM认输！ conv.txt,2018_08_28 喜欢是势均力敌，爱是我TM认输！,date_header_with_inline_body,喜欢是势均力敌，爱是我TM认输！ 原创：咪蒙 咪蒙 2018-08-28,咱们来聊点成人话题吧。 关于爱。,62,15.5,15.5
250,01_1情感生活,2018_08_30 老公和婆婆，联手逼我增肥 conv.txt,2018_08_30 老公和婆婆，联手逼我增肥,date_header_with_inline_body,老公和婆婆，联手逼我增肥 咪蒙 咪蒙 2018-08-30,本文编辑：麦一十 杨小旦版式：Vlight 上上,1,24.0,24.0
251,01_1情感生活,2018_09_03 是的，我要离婚了 conv.txt,2018_09_03 是的，我要离婚了,date_header_with_inline_body,是的，我要离婚了 原创：咪蒙 咪蒙 2018-09-03,这两天，后台很多同学关切地问我： 咪蒙，你离婚是真的吗。 对不起，让你们担心了。 和你们一样，我也希望不是真的。,62,17.58,15.0
252,01_1情感生活,2018_09_06 我可以为你死，但不能只为你活 conv.txt,2018_09_06 我可以为你死，但不能只为你活,date_header_with_inline_body,我可以为你死，但不能只为你活 原创：咪蒙 咪蒙 2018-09-06,如果你遇到一个男人，长的、帅的，还巨巨巨巨有钱。 他每天给你买个包。,103,22.76,20.0
253,01_1情感生活,2018_09_09 房租涨1000那天，我和前任复合了 conv.txt,2018_09_09 房租涨1000那天，我和前任复合了,date_header_with_inline_body,房租涨1000那天，我和前任复合了 原创：咪蒙 咪蒙 2018-09-09,同学们，问你们一个问题，有一对准备分手的情侣突然决定不分手了，是因为什么？ 1，发现彼此还爱着对方。,67,27.64,24.0
254,01_1情感生活,2018_09_13 相亲，让我差点进了监狱 conv.txt,2018_09_13 相亲，让我差点进了监狱,date_header_with_inline_body,相亲，让我差点进了监狱 咪蒙 2018-09-13,讲一个简短的笑话：直男。 世界上有八百多万种生物，直男却从中脱颖而出，成为最搞笑的一种。 尤其在聊天时，他们最擅长把气氛搞砸，把聊天终结，把一段对话变成一个段子。 每一次征集直男尬聊，收到的邮件都比平时多很多，看来女生们应该都深受其尬了。,13,22.15,19.0
255,01_1情感生活,2018_09_14 婚后如何保持恋爱感？跟老公搞暧昧！！ conv.txt,2018_09_14 婚后如何保持恋爱感？跟老公搞暧昧！！,date_header_with_inline_body,婚后如何保持恋爱感？跟老公搞暧昧！！ 原创：意晴 咪蒙 2018-09-14,同事问我：结婚后，你最大的感受是什么？ 我：最大的感受是……好想谈恋爱啊！！,109,19.33,18.0
