doc_id,category,filename,title,title_removal_mode,removed_title_text,retained_first_line_body,sentence_count,avg_sentence_len,median_sentence_len
1,01_1情感生活,2015_09_15 女友对你作？你应该谢天谢地，因为她爱你 conv.txt,2015_09_15 女友对你作？你应该谢天谢地，因为她爱你,date_header_standalone_line,女友对你作？你应该谢天谢地，因为她爱你 咪蒙 2015-09-15,,59,24.51,22.0
2,01_1情感生活,2015_09_17 最高级的浪漫，就是柴米油盐鸡毛蒜皮 conv.txt,2015_09_17 最高级的浪漫，就是柴米油盐鸡毛蒜皮,date_header_standalone_line,最高级的浪漫，就是柴米油盐鸡毛蒜皮 咪蒙 2015-09-17,,47,34.77,26.0
3,01_1情感生活,2015_09_25 十一长假宅在家里看什么剧_ conv.txt,2015_09_25 十一长假宅在家里看什么剧_,date_header_with_inline_body,十一长假宅在家里看什么剧? 咪蒙 2015-09-25,国产剧《琅琊榜》胡歌浑身散发出禁欲主义的诱惑和《伪装者》一样，这部剧是山影出品。“山影”两个字已经像韩国tvN一样，就是电视剧质检认证，可以带给 我们无限的安全感。古装剧里难得担得起“中国美学”四个字的。那种水墨画风、清冷意境、电影画质，妈呀 老子就喜欢这种性冷淡风格，相比之下其他好多国产古装剧简直就是一坨坨庸脂俗粉。 胡歌是难得沉得住气的演员。演了偶像剧再去演话剧，很明显，他的自我定位不是明星，是演员。其实呢， 这部剧的本名叫做《人人都爱梅长苏》，不仅是男版《甄嬛传》，也是男版《花千骨》嘛。那么杰克苏的剧 情，竟然觉得好高端好有道理，谁叫胡歌同学浑身散发出禁欲主义的迷之诱惑呢，谁叫他和吴磊、他和王 凯、他和刘奕君都那么百搭呢。至于女主，好吧，我承认刘涛长得大气、演技也不错，可是，在这种男人戏 里，女人明明就是一坨植入广告嘛。,67,27.31,21.0
4,01_1情感生活,2015_09_26 如何对付爱搞暧昧的男人 conv.txt,2015_09_26 如何对付爱搞暧昧的男人,date_header_standalone_line,如何对付爱搞暧昧的男人 咪蒙 2015-09-26,,79,26.18,22.0
5,01_1情感生活,2015_10_15 异地恋怎么才能成功呢？ conv.txt,2015_10_15 异地恋怎么才能成功呢？,date_header_standalone_line,异地恋怎么才能成功呢？ 咪蒙 2015-10-15,,73,27.66,25.0
6,01_1情感生活,2015_10_17 《康熙来了》教坏我们的那些事 conv.txt,2015_10_17 《康熙来了》教坏我们的那些事,date_header_standalone_line,《康熙来了》教坏我们的那些事 咪蒙 2015-10-17,,117,21.61,19.0
8,01_1情感生活,2015_11_10 成为一个女神，到底要花多少钱？ conv.txt,2015_11_10 成为一个女神，到底要花多少钱？,no_title_detected_keep_all,,“我知道心灵美很重要，但很多时候人家一眼看不到你心灵美不美啊。”,115,24.78,22.0
9,01_1情感生活,2015_11_12 你的美貌不如你的热闹 conv.txt,2015_11_12 你的美貌不如你的热闹,date_header_standalone_line,你的美貌不如你的热闹 原创：咪蒙 咪蒙 2015-11-12,,83,33.81,28.0
10,01_1情感生活,2015_11_28 只要前任老死不相往来，世界将变成美好的人间 conv.txt,2015_11_28 只要前任老死不相往来，世界将变成美好的人间,date_header_standalone_line,只要前任老死不相往来，世界将变成美好的人间 原创：咪蒙 咪蒙 2015-11-28,,81,30.53,21.0
11,01_1情感生活,2015_12_01 当我说_你吃饭了吗_，我说的是_我好想你啊_ conv.txt,2015_12_01 当我说_你吃饭了吗_，我说的是_我好想你啊_,date_header_standalone_line,当我说“你吃饭了吗”，我说的是“我好想你啊” 咪蒙 2015-12-01,,135,22.31,19.0
12,01_1情感生活,2015_12_03 女人到底想要什么样的惊喜？ conv.txt,2015_12_03 女人到底想要什么样的惊喜？,date_header_standalone_line,女人到底想要什么样的惊喜？ 咪蒙 2015-12-03,,106,22.19,19.0
13,01_1情感生活,2015_12_08 为男人付出多少？底线是：你要输得起 conv.txt,2015_12_08 为男人付出多少？底线是：你要输得起,date_header_standalone_line,为男人付出多少？底线是：你要输得起 原创：咪蒙 咪蒙 2015-12-08,,88,29.43,22.5
14,01_1情感生活,2015_12_10 为什么我们要这么拼？ conv.txt,2015_12_10 为什么我们要这么拼？,date_header_standalone_line,为什么我们要这么拼？ 原创：咪蒙 咪蒙 2015-12-10,,117,23.32,21.0
15,01_1情感生活,2015_12_21 我是因为你，才爱上了这个世界 conv.txt,2015_12_21 我是因为你，才爱上了这个世界,date_header_standalone_line,我是因为你，才爱上了这个世界 原创：咪蒙 咪蒙 2015-12-21,,229,17.37,16.0
16,01_1情感生活,2015_12_23 当我们在乎节日的时候，我们在乎的是什么 conv.txt,2015_12_23 当我们在乎节日的时候，我们在乎的是什么,date_header_standalone_line,当我们在乎节日的时候，我们在乎的是什么 咪蒙 2015-12-23,,120,18.32,14.5
17,01_1情感生活,2016_01_14 女人好好打扮就是为了取悦男人？瞎扯！ conv.txt,2016_01_14 女人好好打扮就是为了取悦男人？瞎扯！,date_header_standalone_line,女人好好打扮就是为了取悦男人？瞎扯！ 原创：咪蒙 咪蒙 2016-01-14,,82,23.95,19.5
18,01_1情感生活,2016_01_15 《康熙来了》：为什么我们总是害怕告别？ conv.txt,2016_01_15 《康熙来了》：为什么我们总是害怕告别？,date_header_standalone_line,《康熙来了》：为什么我们总是害怕告别？ 原创：咪蒙 咪蒙 2016-01-15,,87,22.6,20.0
19,01_1情感生活,2016_01_22 爱是一个动词 爱是一种仪式 conv.txt,2016_01_22 爱是一个动词 爱是一种仪式,date_header_standalone_line,爱是一个动词爱是一种仪式 原创：咪蒙 咪蒙 2016-01-22,,89,22.58,17.0
20,01_1情感生活,2016_01_23 从什么时候开始，你觉得自己老了？ conv.txt,2016_01_23 从什么时候开始，你觉得自己老了？,date_header_standalone_line,从什么时候开始，你觉得自己老了？ 原创：咪蒙 咪蒙 2016-01-23,,174,21.82,18.5
21,01_1情感生活,2016_01_24 你明明配得上更好的生活 conv.txt,2016_01_24 你明明配得上更好的生活,date_header_standalone_line,你明明配得上更好的生活 原创：咪蒙 咪蒙 2016-01-24,,86,26.59,22.5
22,01_1情感生活,2016_01_26 你可以坚强，但不必逞强 conv.txt,2016_01_26 你可以坚强，但不必逞强,date_header_standalone_line,你可以坚强，但不必逞强 原创：咪蒙 咪蒙 2016-01-26,,131,21.05,18.0
23,01_1情感生活,2016_01_27 到底赚多少钱才算是成功？ conv.txt,2016_01_27 到底赚多少钱才算是成功？,date_header_standalone_line,到底赚多少钱才算是成功？ 原创：咪蒙 咪蒙 2016-01-27,,123,25.1,22.0
24,01_1情感生活,2016_02_02 做最艰难的事，才是进步最大的时候 conv.txt,2016_02_02 做最艰难的事，才是进步最大的时候,date_header_standalone_line,做最艰难的事，才是进步最大的时候 原创：咪蒙 咪蒙 2016-02-02,,68,25.5,23.0
25,01_1情感生活,2016_02_13 什么门当户对，不就是爱得不够 conv.txt,2016_02_13 什么门当户对，不就是爱得不够,date_header_standalone_line,什么门当户对，不就是爱得不够 原创：咪蒙 咪蒙 2016-02-13,,67,32.0,30.0
26,01_1情感生活,2016_02_14 别着急，你想要的爱情正在派送中 conv.txt,2016_02_14 别着急，你想要的爱情正在派送中,date_header_standalone_line,别着急，你想要的爱情正在派送中 原创：咪蒙 咪蒙 2016-02-14,,96,27.2,25.0
27,01_1情感生活,2016_02_15 最好的婚姻，是精神上的门当户对 conv.txt,2016_02_15 最好的婚姻，是精神上的门当户对,date_header_standalone_line,最好的婚姻，是精神上的门当户对 原创：咪蒙 咪蒙 2016-02-15,,68,33.0,27.0
28,01_1情感生活,2016_02_23 什么样的城市才是好城市_ conv.txt,2016_02_23 什么样的城市才是好城市_,date_header_standalone_line,什么样的城市才是好城市? 原创：咪蒙 咪蒙 2016-02-23,,115,33.05,28.0
29,01_1情感生活,2016_02_28 《太阳的后裔》：我喜欢这种势均力敌的爱情 conv.txt,2016_02_28 《太阳的后裔》：我喜欢这种势均力敌的爱情,date_header_standalone_line,《太阳的后裔》：我喜欢这种势均力敌的爱情 原创：咪蒙 咪蒙 2016-02-28,,199,22.55,19.0
30,01_1情感生活,2016_03_20 其实，婚姻是男人的第二次投胎 conv.txt,2016_03_20 其实，婚姻是男人的第二次投胎,date_header_standalone_line,其实，婚姻是男人的第二次投胎 原创：咪蒙 咪蒙 2016-03-20,,104,26.93,23.0
31,01_1情感生活,2016_03_21 谁说单身是因为长得丑？让你看看颜值逆天的单身狗！ conv.txt,2016_03_21 谁说单身是因为长得丑？让你看看颜值逆天的单身狗！,date_header_standalone_line,谁说单身是因为长得丑？让你看看颜值逆天的单身狗！ 原创：咪蒙 咪蒙 2016-03-21,,204,24.0,21.0
32,01_1情感生活,2016_03_23 我们和女神之间，差的不仅是颜值，还有…… conv.txt,2016_03_23 我们和女神之间，差的不仅是颜值，还有……,date_header_standalone_line,我们和女神之间，差的不仅是颜值，还有…… 原创：咪蒙 咪蒙 2016-03-23,,116,24.27,21.5
33,01_1情感生活,2016_03_31 我不讨好世界，我只讨好自己 conv.txt,2016_03_31 我不讨好世界，我只讨好自己,date_header_standalone_line,我不讨好世界，我只讨好自己 原创：咪蒙 咪蒙 2016-03-31,,85,22.46,19.0
34,01_1情感生活,2016_04_07 太阳的后裔 _ 直说了吧，姜暮烟，你配不上我老公 conv.txt,2016_04_07 太阳的后裔 _ 直说了吧，姜暮烟，你配不上我老公,date_header_standalone_line,太阳的后裔|直说了吧，姜暮烟，你配不上我老公 原创：咪蒙 咪蒙 2016-04-07,,95,27.84,22.0
35,01_1情感生活,2016_04_12 我敢保证看了这些，你会重新爱上这个世界 conv.txt,2016_04_12 我敢保证看了这些，你会重新爱上这个世界,date_header_standalone_line,我敢保证看了这些，你会重新爱上这个世界 原创：咪蒙 咪蒙 2016-04-12,,109,41.5,30.0
36,01_1情感生活,2016_04_13 可以在租来的房子里结婚吗？ conv.txt,2016_04_13 可以在租来的房子里结婚吗？,date_header_standalone_line,可以在租来的房子里结婚吗？ 原创：咪蒙 咪蒙 2016-04-13,,84,30.12,26.0
37,01_1情感生活,2016_04_22 我能想到最性感的画面，就是你跪键盘的样子 conv.txt,2016_04_22 我能想到最性感的画面，就是你跪键盘的样子,date_header_standalone_line,我能想到最性感的画面，就是你跪键盘的样子 原创：咪蒙 咪蒙 2016-04-22,,80,30.18,24.5
38,01_1情感生活,2016_04_28 我一个人活得好好的，为什么要结婚？ conv.txt,2016_04_28 我一个人活得好好的，为什么要结婚？,date_header_standalone_line,我一个人活得好好的，为什么要结婚？ 原创：咪蒙 咪蒙 2016-04-28,,118,23.44,20.0
39,01_1情感生活,2016_05_03 老妈，我希望你自私一点 conv.txt,2016_05_03 老妈，我希望你自私一点,date_header_standalone_line,老妈，我希望你自私一点 原创：咪蒙 咪蒙 2016-05-03,,99,26.0,20.0
40,01_1情感生活,2016_05_12 另一半出轨了，到底要不要原谅TA？ conv.txt,2016_05_12 另一半出轨了，到底要不要原谅TA？,date_header_standalone_line,另一半出轨了，到底要不要原谅TA？ 原创：咪蒙 咪蒙 2016-05-12,,70,26.69,20.0
41,01_1情感生活,2016_05_19 女追男隔层纱？这种屁话你也信！ conv.txt,2016_05_19 女追男隔层纱？这种屁话你也信！,date_header_standalone_line,女追男隔层纱？这种屁话你也信！ 原创：咪蒙 咪蒙 2016-05-19,,65,21.38,19.0
42,01_1情感生活,2016_05_19 比_我爱你_更重要的是，我如何爱你 conv.txt,2016_05_19 比_我爱你_更重要的是，我如何爱你,date_header_standalone_line,比“我爱你”更重要的是，我如何爱你 原创：咪蒙 咪蒙 2016-05-19,,156,26.69,19.0
43,01_1情感生活,2016_05_25 《我们仨》教我们的关于爱的9件事 conv.txt,2016_05_25 《我们仨》教我们的关于爱的9件事,date_header_with_inline_body,《我们仨》教我们的关于爱的9件事 原创：咪蒙 咪蒙 2016-05-25,本期推荐：杨绛《我们仨》《我们仨》建议倒着读。,112,24.45,22.5
44,01_1情感生活,2016_05_26 _独生子女不敢死，不敢穷，不敢远嫁，因为父母只有我_ conv.txt,2016_05_26 _独生子女不敢死，不敢穷，不敢远嫁，因为父母只有我_,date_header_standalone_line,“独生子女不敢死，不敢穷，不敢远嫁，因为父母只有我” 原创：咪蒙 咪蒙 2016-05-26,,108,26.82,25.0
45,01_1情感生活,2016_05_27 我成功地保持单身近30年，就靠这5招了 conv.txt,2016_05_27 我成功地保持单身近30年，就靠这5招了,date_header_standalone_line,我成功地保持单身近30年，就靠这5招了 原创：茜半仙 咪蒙 2016-05-27,,49,32.98,23.0
46,01_1情感生活,2016_05_30 好吃到让我疯狂爱上北京的30家外卖 conv.txt,2016_05_30 好吃到让我疯狂爱上北京的30家外卖,date_header_standalone_line,好吃到让我疯狂爱上北京的30家外卖 原创：咪蒙 咪蒙 2016-05-30,,68,51.82,34.5
47,01_1情感生活,2016_06_03 老！子！就！是！爱！吃！肉！ conv.txt,2016_06_03 老！子！就！是！爱！吃！肉！,date_header_standalone_line,老！子！就！是！爱！吃！肉！ 原创：茜半仙 咪蒙 2016-06-03,,49,23.69,20.0
48,01_1情感生活,2016_06_17 为什么嫁给一个人就像嫁给了一家人？ conv.txt,2016_06_17 为什么嫁给一个人就像嫁给了一家人？,date_header_standalone_line,为什么嫁给一个人就像嫁给了一家人？ 原创：咪蒙 咪蒙 2016-06-17,,44,26.16,25.0
49,01_1情感生活,2016_06_18 今天，我气得把全公司的女生都炒了 conv.txt,2016_06_18 今天，我气得把全公司的女生都炒了,date_header_standalone_line,今天，我气得把全公司的女生都炒了 原创：咪蒙 咪蒙 2016-06-18,,56,21.45,15.0
50,01_1情感生活,2016_06_18 男人有多爱你_就看他打脸打得有多猛! conv.txt,2016_06_18 男人有多爱你_就看他打脸打得有多猛!,date_header_standalone_line,男人有多爱你?就看他打脸打得有多猛! 原创：咪蒙 咪蒙 2016-06-18,,88,32.47,29.0
51,01_1情感生活,2016_06_24 世上所有的婆媳矛盾，都是因为这5句话 conv.txt,2016_06_24 世上所有的婆媳矛盾，都是因为这5句话,date_header_standalone_line,世上所有的婆媳矛盾，都是因为这5句话 原创：咪蒙 咪蒙 2016-06-24,,92,32.61,26.5
52,01_1情感生活,2016_06_28 你那么爱谈情怀，一定很闲吧 conv.txt,2016_06_28 你那么爱谈情怀，一定很闲吧,date_header_standalone_line,你那么爱谈情怀，一定很闲吧 原创：咪蒙 咪蒙 2016-06-28,,82,26.77,21.5
53,01_1情感生活,2016_06_29 被性侵过，我就脏掉了吗？我呸！ conv.txt,2016_06_29 被性侵过，我就脏掉了吗？我呸！,date_header_standalone_line,被性侵过，我就脏掉了吗？我呸！ 原创：咪蒙 咪蒙 2016-06-29,,71,23.92,20.0
54,01_1情感生活,2016_06_29 那些指责受害者的，你就是强奸犯的帮凶！ conv.txt,2016_06_29 那些指责受害者的，你就是强奸犯的帮凶！,date_header_standalone_line,那些指责受害者的，你就是强奸犯的帮凶！ 原创：咪蒙 咪蒙 2016-06-29,,118,29.97,25.5
55,01_1情感生活,2016_06_30 长得美的就一定过得比我们好吗？是的！ conv.txt,2016_06_30 长得美的就一定过得比我们好吗？是的！,date_header_standalone_line,长得美的就一定过得比我们好吗？是的！ 原创：咪蒙 咪蒙 2016-06-30,,83,30.0,25.0
56,01_1情感生活,2016_07_11 我就想光明正大地让前任后悔！ conv.txt,2016_07_11 我就想光明正大地让前任后悔！,date_header_standalone_line,我就想光明正大地让前任后悔！ 原创：咪蒙 咪蒙 2016-07-11,,49,31.04,27.0
57,01_1情感生活,2016_07_12 请不要对身边的单身女性，说这8句话 conv.txt,2016_07_12 请不要对身边的单身女性，说这8句话,date_header_standalone_line,请不要对身边的单身女性，说这8句话 原创：咪蒙 咪蒙 2016-07-12,,101,20.98,18.0
58,01_1情感生活,2016_07_13 永远爱国，永远热泪盈眶 conv.txt,2016_07_13 永远爱国，永远热泪盈眶,date_header_standalone_line,永远爱国，永远热泪盈眶 原创：咪蒙 咪蒙 2016-07-13,,89,26.93,23.0
59,01_1情感生活,2016_07_14 世界你等着，我来看你了 conv.txt,2016_07_14 世界你等着，我来看你了,date_header_standalone_line,世界你等着，我来看你了 原创：咪蒙 咪蒙 2016-07-14,,44,39.07,32.0
60,01_1情感生活,2016_08_03 《W两个世界》：一部超越了爱情的爱情剧 conv.txt,2016_08_03 《W两个世界》：一部超越了爱情的爱情剧,date_header_standalone_line,《W两个世界》：一部超越了爱情的爱情剧 原创：咪蒙 咪蒙 2016-08-03,,129,28.64,22.0
61,01_1情感生活,2016_08_04 你的女神，曾经是个杀马特 conv.txt,2016_08_04 你的女神，曾经是个杀马特,date_header_standalone_line,你的女神，曾经是个杀马特 原创：咪蒙 咪蒙 2016-08-04,,45,27.64,22.0
62,01_1情感生活,2016_08_04 我没有喜欢什么类型，我只喜欢你 conv.txt,2016_08_04 我没有喜欢什么类型，我只喜欢你,date_header_standalone_line,我没有喜欢什么类型，我只喜欢你 原创：咪蒙 咪蒙 2016-08-04,,110,19.81,18.0
63,01_1情感生活,2016_08_08 没有什么坎，是吃一顿过不去的 conv.txt,2016_08_08 没有什么坎，是吃一顿过不去的,date_header_standalone_line,没有什么坎，是吃一顿过不去的 原创：咪蒙 咪蒙 2016-08-08,,82,24.33,22.5
64,01_1情感生活,2016_08_09 为了爱你，他用尽了洪荒之力 conv.txt,2016_08_09 为了爱你，他用尽了洪荒之力,date_header_standalone_line,为了爱你，他用尽了洪荒之力 原创：咪蒙 咪蒙 2016-08-09,,81,24.64,21.0
65,01_1情感生活,2016_08_11 我这么努力，就是为了有说_不_的权利 conv.txt,2016_08_11 我这么努力，就是为了有说_不_的权利,date_header_standalone_line,我这么努力，就是为了有说“不”的权利 原创：咪蒙 咪蒙 2016-08-11,,75,28.84,18.0
66,01_1情感生活,2016_08_11 爱上一个人，我们会变得自卑 conv.txt,2016_08_11 爱上一个人，我们会变得自卑,date_header_standalone_line,爱上一个人，我们会变得自卑 原创：王火火 咪蒙 2016-08-11,,67,25.72,21.0
67,01_1情感生活,2016_08_12 4岁开始种下爱情 conv.txt,2016_08_12 4岁开始种下爱情,date_header_standalone_line,4岁开始种下爱情 原创：咪蒙 咪蒙 2016-08-12,,162,28.74,25.5
68,01_1情感生活,2016_08_12 我爱的男人，要有一座贞节牌坊 conv.txt,2016_08_12 我爱的男人，要有一座贞节牌坊,date_header_standalone_line,我爱的男人，要有一座贞节牌坊 原创：咪蒙 咪蒙 2016-08-12,,168,25.99,22.0
69,01_1情感生活,2016_08_12 我的理科生老公，他是外星人 conv.txt,2016_08_12 我的理科生老公，他是外星人,date_header_standalone_line,我的理科生老公，他是外星人 原创：咪蒙 咪蒙 2016-08-12,,117,27.35,21.0
70,01_1情感生活,2016_08_13 最恶毒的告白 conv.txt,2016_08_13 最恶毒的告白,date_header_with_inline_body,最恶毒的告白 原创：咪蒙 咪蒙 2016-08-13,周末故事 01分手的时候，你会跟对方说什么？ 谢谢你陪我走过最好的时光。 爱过你。 我觉得以上的话很虚伪。,114,21.77,17.5
71,01_1情感生活,2016_08_15 口红我自己买，你给我爱情就好 conv.txt,2016_08_15 口红我自己买，你给我爱情就好,date_header_standalone_line,口红我自己买，你给我爱情就好 原创：咪蒙 咪蒙 2016-08-15,,83,29.83,27.0
72,01_1情感生活,2016_08_19 与初恋结婚的概率是1% conv.txt,2016_08_19 与初恋结婚的概率是1%,date_header_with_inline_body,与初恋结婚的概率是1% 原创：咪蒙 咪蒙 2016-08-19,周末故事 03能够与初恋结婚的概率是1%。 今天是我的婚礼，我要结婚了。,124,23.18,20.0
73,01_1情感生活,2016_08_23 对不起，你的病，爱情治不了 conv.txt,2016_08_23 对不起，你的病，爱情治不了,date_header_standalone_line,对不起，你的病，爱情治不了 原创：咪蒙 咪蒙 2016-08-23,,89,25.33,22.0
74,01_1情感生活,2016_08_29 99%的女人都害怕它，但我不 conv.txt,2016_08_29 99%的女人都害怕它，但我不,date_header_standalone_line,99%的女人都害怕它，但我不 原创：咪蒙 咪蒙 2016-08-29,,89,26.6,23.0
75,01_1情感生活,2016_08_31 _离婚最主要的原因是什么？结婚_ conv.txt,2016_08_31 _离婚最主要的原因是什么？结婚_,date_header_standalone_line,“离婚最主要的原因是什么？结婚” 原创：咪蒙 咪蒙 2016-08-31,,96,31.02,25.0
76,01_1情感生活,2016_09_05 做这13件小事，能让你心情变好 conv.txt,2016_09_05 做这13件小事，能让你心情变好,date_header_standalone_line,做这13件小事，能让你心情变好 原创：咪蒙 咪蒙 2016-09-05,,65,23.17,18.0
77,01_1情感生活,2016_09_06 你要小心，爱也会伤人 conv.txt,2016_09_06 你要小心，爱也会伤人,date_header_standalone_line,你要小心，爱也会伤人 原创：咪蒙 咪蒙 2016-09-06,,59,33.8,27.0
78,01_1情感生活,2016_09_09 我的颜值不允许我有爱情故事 conv.txt,2016_09_09 我的颜值不允许我有爱情故事,date_header_standalone_line,我的颜值不允许我有爱情故事 原创：咪蒙+张静思 咪蒙 2016-09-09,,100,22.46,18.0
79,01_1情感生活,2016_09_13 你和女神之间，只差了一个短发 conv.txt,2016_09_13 你和女神之间，只差了一个短发,date_header_standalone_line,你和女神之间，只差了一个短发 原创：咪蒙 咪蒙 2016-09-13,,49,26.88,24.0
80,01_1情感生活,2016_09_14 你对自己下过狠手吗？我有 conv.txt,2016_09_14 你对自己下过狠手吗？我有,date_header_standalone_line,你对自己下过狠手吗？我有 原创：咪蒙 咪蒙 2016-09-14,,96,27.06,24.0
81,01_1情感生活,2016_09_14 老子就是喜欢五！仁！月！饼！ conv.txt,2016_09_14 老子就是喜欢五！仁！月！饼！,date_header_standalone_line,老子就是喜欢五！仁！月！饼！ 原创：咪蒙 咪蒙 2016-09-14,,54,23.98,19.5
82,01_1情感生活,2016_09_17 _我爱的人得了抑郁症_ conv.txt,2016_09_17 _我爱的人得了抑郁症_,date_header_standalone_line,“我爱的人得了抑郁症” 原创：咪蒙 咪蒙 2016-09-17,,92,31.25,27.0
83,01_1情感生活,2016_09_22 20多岁不做这６件事，你以后会哭的 conv.txt,2016_09_22 20多岁不做这６件事，你以后会哭的,date_header_standalone_line,20多岁不做这６件事，你以后会哭的 原创：咪蒙 咪蒙 2016-09-22,,68,31.0,23.0
84,01_1情感生活,2016_09_23 你是女汉子，我要保护你 conv.txt,2016_09_23 你是女汉子，我要保护你,date_header_standalone_line,你是女汉子，我要保护你 原创：咪蒙+黄经天 咪蒙 2016-09-23,,91,23.88,22.0
85,01_1情感生活,2016_09_23 爱是天时地利的迷信 conv.txt,2016_09_23 爱是天时地利的迷信,date_header_standalone_line,爱是天时地利的迷信 原创：咪蒙+黄经天 咪蒙 2016-09-23,,68,30.51,26.0
86,01_1情感生活,2016_09_26 你要爱你多一点，还是爱你久一点？ conv.txt,2016_09_26 你要爱你多一点，还是爱你久一点？,date_header_standalone_line,你要爱你多一点，还是爱你久一点？ 原创：咪蒙 咪蒙 2016-09-26,,91,25.78,23.0
87,01_1情感生活,2016_09_27 单身的快乐，你们这些谈恋爱的人不懂 conv.txt,2016_09_27 单身的快乐，你们这些谈恋爱的人不懂,date_header_standalone_line,单身的快乐，你们这些谈恋爱的人不懂 原创：王火火 咪蒙 2016-09-27,,68,24.0,19.5
88,01_1情感生活,2016_09_28 如果余生是你，我希望余生尽快开始 conv.txt,2016_09_28 如果余生是你，我希望余生尽快开始,date_header_standalone_line,如果余生是你，我希望余生尽快开始 原创：咪蒙 咪蒙 2016-09-28,,96,25.02,22.0
89,01_1情感生活,2016_09_29 不失恋，都不知道老子可以过得这么好 conv.txt,2016_09_29 不失恋，都不知道老子可以过得这么好,date_header_standalone_line,不失恋，都不知道老子可以过得这么好 原创：咪蒙 咪蒙 2016-09-29,,88,30.09,27.0
90,01_1情感生活,2016_10_07 我爱你，骗你的 conv.txt,2016_10_07 我爱你，骗你的,date_header_standalone_line,我爱你，骗你的 原创：咪蒙+钟小钟 咪蒙 2016-10-07,,115,17.34,16.0
91,01_1情感生活,2016_10_14 爱你，就想为你花很多很多钱 conv.txt,2016_10_14 爱你，就想为你花很多很多钱,date_header_standalone_line,爱你，就想为你花很多很多钱 原创：咪蒙+钟小钟 咪蒙 2016-10-14,,93,22.75,20.0
92,01_1情感生活,2016_10_19 世纪难题：为什么你爱的人不爱你？ conv.txt,2016_10_19 世纪难题：为什么你爱的人不爱你？,date_header_standalone_line,世纪难题：为什么你爱的人不爱你？ 原创：咪蒙 咪蒙 2016-10-19,,83,29.33,26.0
93,01_1情感生活,2016_10_19 口红这么纯洁的事，不要被爱情玷污了 conv.txt,2016_10_19 口红这么纯洁的事，不要被爱情玷污了,date_header_standalone_line,口红这么纯洁的事，不要被爱情玷污了 原创：咪蒙 咪蒙 2016-10-19,,57,27.16,23.0
94,01_1情感生活,2016_10_20 男生一说这10句话，我就想报警！ conv.txt,2016_10_20 男生一说这10句话，我就想报警！,date_header_standalone_line,男生一说这10句话，我就想报警！ 原创：咪蒙 咪蒙 2016-10-20,,109,19.71,18.0
95,01_1情感生活,2016_10_21 听说你是个备胎啊，我也是 conv.txt,2016_10_21 听说你是个备胎啊，我也是,date_header_standalone_line,听说你是个备胎啊，我也是 原创：咪蒙+钟小钟 咪蒙 2016-10-21,,120,20.53,19.0
96,01_1情感生活,2016_10_28 说一句我爱你，用一辈子的时间 conv.txt,2016_10_28 说一句我爱你，用一辈子的时间,date_header_standalone_line,说一句我爱你，用一辈子的时间 原创：咪蒙+张静思 咪蒙 2016-10-28,,82,27.39,22.5
97,01_1情感生活,2016_11_01 我不是高冷，我只是不爱说话 conv.txt,2016_11_01 我不是高冷，我只是不爱说话,date_header_standalone_line,我不是高冷，我只是不爱说话 原创：咪蒙 咪蒙 2016-11-01,,110,30.54,27.5
98,01_1情感生活,2016_11_03 我想替这个世界，夸夸女性 conv.txt,2016_11_03 我想替这个世界，夸夸女性,date_header_standalone_line,我想替这个世界，夸夸女性 原创：咪蒙 咪蒙 2016-11-03,,100,26.72,21.0
99,01_1情感生活,2016_11_09 女生爱问的8个问题，99%的男生都不会答 conv.txt,2016_11_09 女生爱问的8个问题，99%的男生都不会答,date_header_standalone_line,女生爱问的8个问题，99%的男生都不会答 原创：咪蒙 咪蒙 2016-11-09,,125,20.45,16.0
100,01_1情感生活,2016_11_15 我那么好，当然要配更好的包包！ conv.txt,2016_11_15 我那么好，当然要配更好的包包！,date_header_standalone_line,我那么好，当然要配更好的包包！ 原创：咪蒙 咪蒙 2016-11-15,,74,26.28,19.5
101,01_1情感生活,2016_11_16 _我们男人出轨，不是为了性_ conv.txt,2016_11_16 _我们男人出轨，不是为了性_,date_header_standalone_line,“我们男人出轨，不是为了性” 原创：咪蒙 咪蒙 2016-11-16,,95,26.45,23.0
102,01_1情感生活,2016_11_17 听说，80%的人都被背叛过 conv.txt,2016_11_17 听说，80%的人都被背叛过,date_header_standalone_line,听说，80%的人都被背叛过 原创：咪蒙 咪蒙 2016-11-17,,101,24.71,22.0
103,01_1情感生活,2016_11_23 咪蒙粉丝不能娶？呵呵，是你娶不起 conv.txt,2016_11_23 咪蒙粉丝不能娶？呵呵，是你娶不起,date_header_standalone_line,咪蒙粉丝不能娶？呵呵，是你娶不起 原创：咪蒙 咪蒙 2016-11-23,,92,23.9,20.0
104,01_1情感生活,2016_11_28 你有钱，可是你不会花啊 conv.txt,2016_11_28 你有钱，可是你不会花啊,date_header_standalone_line,你有钱，可是你不会花啊 原创：咪蒙 咪蒙 2016-11-28,,82,28.5,25.5
105,01_1情感生活,2016_12_07 因为爱你，所以我想自私一点 conv.txt,2016_12_07 因为爱你，所以我想自私一点,date_header_standalone_line,因为爱你，所以我想自私一点 原创：咪蒙 咪蒙 2016-12-07,,106,30.11,26.0
106,01_1情感生活,2016_12_09 我的婚礼，新娘睡过了头 conv.txt,2016_12_09 我的婚礼，新娘睡过了头,date_header_standalone_line,我的婚礼，新娘睡过了头 原创：邹丹丹+咪蒙 咪蒙 2016-12-09,,182,22.93,20.0
